SuperCategory,Category,Subcategory,QuestionID,QuestionText,ResponseID,ResponseText
ANC,,precautions,223,गर्भवती महिला को किन बातों का ध्यान रखना चाहिए?,404,"""Labour may start anytime after 8 months of pregnancy. Be aware of where the nearest health facility is located or stay near a hospital and have some family member around at all times to support you.
Delivery at a hospital decreases the chances of severe complications such as death of mother or baby and ensures a safe delivery.
The start of delivery is signalled by: severe abdomen pain that comes again and again, blood discharge or sticky discharge from the vagina, or sudden watery discharge from vagina. Go to the hospital immediately
Remember to carry your ANC test reports, Mother and Child Protection (MCP) card, Ration card, bank passbook, etc with you to the hospital. These will help you to benefit from government schemes!
Along with this message
-During pregnancy, do not do any heavy work such as lifting heavy weights.
Avoid sexual relations if there is a history of complications during pregnancy, or if the doctor has advised the woman to avoid it.
Do light exercise regularly"""
ANC,,preparation for delivery,224,Delivery timenali enu thakondu hogubeku hospital ge medam,405,""" Around the time of labour it's best to keep a bag organised and ready. In the bag you may keep clothes for the baby that are washed at home and kept neatly.
Night dress or anything that's comfortable for the mother. A front open nighty makes breastfeeding easy.
Along with this carry sanitary pads for the mother.
Make sure to carry all records

"""
ANC,,preparation for delivery,224,Delivery timenali enu thakondu hogubeku hospital ge medam,406,""" Around the time of labour it's best to keep a bag organised and ready. In the bag you may keep clothes for the baby that are washed at home and kept neatly.
Night dress or anything that's comfortable for the mother. A front open nighty makes breastfeeding easy.
Along with this carry sanitary pads for the mother.
Make sure to carry all records Remember to carry your ANC test reports, Mother and Child Protection (MCP) card, Ration card, bank passbook, etc with you to the hospital. These will help you to benefit from government schemes!"""
ANC,,preparation for delivery,224,Delivery timenali enu thakondu hogubeku hospital ge medam,407,"""Around the time of labour it's best to keep a bag organised and ready. In the bag you may keep clothes for the baby that are washed at home and kept neatly.
Night dress or anything that's comfortable for the mother. A front open nighty makes breastfeeding easy.
Along with this carry sanitary pads for the mother. (edited) 
Add signs of labour
Yes you can use the pad. But remember, bleeding reduces and changes colour over time and towards the end would be whiteish yellow. If it is doesn't stop then consult the doctor
 mothers bleed for a few weeks after delivery 
 in the initial one week, changing pads 3-4 times daily is normal."""
ANC,,test,225,"Hcv वा hbsam, Tsh टेस्ट किस कामी के लिया किया जाता है?",408,All of these test results must be correlated with the physical condition and presentation. Please consult the doctor for advise.
ANC,,Weakness,226,Ma ki health kamjor aa Bacha bi kamjor,409,Despite this if the mother is feeling tired or weak make sure to go to the doctor
ANC,,tierdness/weakness,227,Mam ನನಿಗೆ ತುಂಬಾ ಸುಸ್ತು ಆಗುತ್ತೆ ನೈಟ್ ನಿದ್ದೆ ಬರಲ್ಲ ಏನಾದ್ರು ಪರಿಹಾರ ಹೇಳಿ ಡೇ ನೈಟ್ 2 ಟೈಮ್ ನಿದ್ದೆ ಬರಲ್ಲ 7 month pregnant,410,"If you are feeling extreme fatigue you must visit the doctor to check your blood levels.
Also eat a good healthy diet and take supplements
Add anc diet and supplements"
ANC,,tierdness/weakness,228,Sir nange tried bhala aguthe,411,"""Mild tiredness during the pregnancy is expected. Eat nutritious food, take iron and calcium tablets as advised by the doctor, take 2 hours of rest in the day time along with good sleep in the night and drink 8-10 glasses of water daily.
If the problem persists, after all these measures, please consult the doctor for evaluation. ANC Diet"""
ANC,,tierdness/weakness,228,Sir nange tried bhala aguthe,412,This is common during the last phase. Make sure to eat a very healthy diet. Continue to take your supplements regularly. Make sure to visit the hospital for a check up as well
ANC,,tierdness/weakness,228,Sir nange tried bhala aguthe,413,"Take iron and folic acid supplements everyday as directed by the doctor.
Make sure to go for a follow up if the tiredness continues."
ANC,,tierdness/weakness,229,"Magu hotteya right sidelli jaasthiyaagi irodaa (nangeega 8ne thingalu nadeethide) tension agutthe (i am 8 months pregnant, baby in the womb will be always towards my right side.",414,"Make sure to visit the hospital to get the scan as well as for the doctor to feel the baby.This will indicate position of the baby.
Do not worry."
ANC,,restlessness/anxious,230,I am taking medication from the Government Hospital Since the morning I am feeling restless and anxious. Why?,415,"""Feeling anxious and restless is common during pregnancy
Ensure that you are getting good sleep and eating a good diet
Diet and sleep message to be added
If you still feeling anxiety despite the above and/ or if it has been there for many days it must be checked by the doctor
Make sure to visit the hospital to get checked by the doctor and get some tests done if needed"""
ANC,,ready for delivery,231,ಡೆಲಿವರಿ ಟೈಮಲ್ಲಿ ಹೇಗೆ ತಯಾರಾಗುವುದು ಗರ್ಭಿಣಿಯರು ತಿಳಿಸಿ,416,"Labour may start anytime after 8 months of pregnancy. Be aware of where the nearest health facility is located or stay near a hospital and have some family member around at all times to support you. Delivery at a hospital decreases the chances of severe complications such as death of mother or baby and ensures a safe delivery.
The start of delivery is signalled by: severe abdomen pain that comes again and again, blood discharge or sticky discharge from the vagina, or sudden watery discharge from vagina. Go to the hospital immediately Remember to carry your ANC test reports, Mother and Child Protection (MCP) card, Ration card, bank passbook, etc with you to the hospital. These will help you to benefit from government schemes!"
ANC,,ready for delivery,231,ಡೆಲಿವರಿ ಟೈಮಲ್ಲಿ ಹೇಗೆ ತಯಾರಾಗುವುದು ಗರ್ಭಿಣಿಯರು ತಿಳಿಸಿ,417,"""Around the time of labour it's best to keep a bag organised and ready. In the bag you may keep clothes for the baby that are washed at home and kept neatly.
Night dress or anything that's comfortable for the mother. A front open nighty makes breastfeeding easy.
Along with this carry sanitary pads for the mother."""
ANC,,ready for delivery,231,ಡೆಲಿವರಿ ಟೈಮಲ್ಲಿ ಹೇಗೆ ತಯಾರಾಗುವುದು ಗರ್ಭಿಣಿಯರು ತಿಳಿಸಿ,418,"During pregnancy, do not do any heavy work such as lifting heavy weights. Do not have sex during pregnancy if there is a problem during pregnancy, or if the doctor has forbidden the woman to do so. Exercise lightly on a regular basis. Check during pregnancy is important for you and your baby's health. At the time of pregnancy, at least four tests should be done in the hospital: first diagnosis when pregnancy is detected, second test in first 3 months, third in next 3 months and fourth in last three months. Also if you ever face any problem. Go check it out. Be sure to have your village tested on Health and Nutrition Day every month. On the 9th of every month, should also get free check-up by the doctor on the the Prime Minister safe motherhood campaign."
ANC,,weight.,232,ನಾರ್ಮಲ್ ಡೆಲಿವರಿ ಆಗಲು ಅವಳಿ ಜವಳಿ ಮಕ್ಕಳ ಗರ್ಭಿಣಿ ತೂಕ ಸುಮಾರು ಎಷ್ಟು ಇರಬೇಕು.,419,Eating right during pregnancy is very important. A weight gain of 7 -15 kgs is seen among women during their pregnancy
ANC,,weight.,232,ನಾರ್ಮಲ್ ಡೆಲಿವರಿ ಆಗಲು ಅವಳಿ ಜವಳಿ ಮಕ್ಕಳ ಗರ್ಭಿಣಿ ತೂಕ ಸುಮಾರು ಎಷ್ಟು ಇರಬೇಕು.,420,"You should have visited the doctor by now and if he has prescribed medications or supplementations, make you take them without fail!"
ANC,,weight.,232,ನಾರ್ಮಲ್ ಡೆಲಿವರಿ ಆಗಲು ಅವಳಿ ಜವಳಿ ಮಕ್ಕಳ ಗರ್ಭಿಣಿ ತೂಕ ಸುಮಾರು ಎಷ್ಟು ಇರಬೇಕು.,421,"""Weight gain during pregnancy is essential and is normal.
Normally a woman gains about 11 kg during pregnancy.
If your doctor has said that you have gained more weight that normal, only then should you worry.
Since we do not know your body weight or type prior to pregnancy it is difficult to understand whether you are overweight or not.
Being over weight could complicate the pregnancy and the doctor will advice you on the right kind of diet as well as the appropriate exercise for you.
We recommend that you visit a doctor to understand the same and follow instructions accordingly """
ANC,,weight.,232,ನಾರ್ಮಲ್ ಡೆಲಿವರಿ ಆಗಲು ಅವಳಿ ಜವಳಿ ಮಕ್ಕಳ ಗರ್ಭಿಣಿ ತೂಕ ಸುಮಾರು ಎಷ್ಟು ಇರಬೇಕು.,422,"""During pregnancy, ideally a woman must gain 11 kgs. In the last trimester - 5 kgs. This is provided you were at your optimum weight prior to pregnancy.
We recommend that you check with the doctor on this.
However, eat a well balanced diet and take your supplements. Also go to the doctor regularly for checkup. If you do all this, your doctor will be able to diagnose any problem very fast.
anc diet and supplementation
"""
ANC,,weight.,232,ನಾರ್ಮಲ್ ಡೆಲಿವರಿ ಆಗಲು ಅವಳಿ ಜವಳಿ ಮಕ್ಕಳ ಗರ್ಭಿಣಿ ತೂಕ ಸುಮಾರು ಎಷ್ಟು ಇರಬೇಕು.,423,"""This weight gain seems normal and nothing to worry about. A weight gain of 11 kg is normal provided your weight was normal prior to pregnancy. 
However this will be best answered by your doctor. Kindly speak to them to confirm"""
ANC,,weight.,232,ನಾರ್ಮಲ್ ಡೆಲಿವರಿ ಆಗಲು ಅವಳಿ ಜವಳಿ ಮಕ್ಕಳ ಗರ್ಭಿಣಿ ತೂಕ ಸುಮಾರು ಎಷ್ಟು ಇರಬೇಕು.,424,"""weight is not increasing. Kindly suggest me what to do and help me to find best solution.
Shall i send this response- During pregnancy, ideally a woman must gain 11 kgs. . This is provided you were at your optimum weight prior to pregnancy.
We recommend that you check with the doctor on this.
However, eat a well balanced diet (ANC Diet) and take your supplements. Also go to the doctor regularly for checkup. If you do all this, your doctor will be able to diagnose any problem very fast."""
ANC,,sleeping pattern,233,"""Nind bahut aati h
Iss samaye sona chaiye ya nhi
9 mahina chal raha h""",425,Get enough sleep at night and rest for at least 2 hours a day! Sleep on your left side.
ANC,,sleeping pattern,233,"""Nind bahut aati h
Iss samaye sona chaiye ya nhi
9 mahina chal raha h""",426,it is common in few pregnant women. try drinking warm milk before sleep. sleep only for an hour or two in the day time. Do mild and gentle household works. Consult the doctor if problem persists
ANC,,sleeping pattern,233,"""Nind bahut aati h
Iss samaye sona chaiye ya nhi
9 mahina chal raha h""",427,Preferably sleep on the left side but any side which you are comfortable is fine
ANC,,sleeping pattern,233,"""Nind bahut aati h
Iss samaye sona chaiye ya nhi
9 mahina chal raha h""",428,"""Preferably sleep on the left side but any side which you are comfortable is fine
Yes you can. But it's recommended that you sleep on your side
Yes you can do that
Sleep in any position that you feel comfortable with...
But the best position is on your sides"""
ANC,,sleeping pattern,233,"""Nind bahut aati h
Iss samaye sona chaiye ya nhi
9 mahina chal raha h""",429,It's upto you depending on whats comfortable
ANC,,Nightmare,234,Tell the nightmare treatment,430,"Send sleep message
Milk before sleep message
Mediation can help with this too"
ANC,,sleep,235,What is the cure for dream guilt. sopnadosh,431,"Send sleep message on resting in the afternoon
And sleepjng on left side if anc"
ANC,,sleep,236,ಮಲಗುವಾಗ ಎಡಕ್ಕೆ ತಿರುಗಿ ಮಲಗುವುದು ಯಾಕೆ,432,It is preferable to sleep on the left side because it improves circulation and is generally more comfortable as you progress in pregnancy
ANC,,sleep,236,ಮಲಗುವಾಗ ಎಡಕ್ಕೆ ತಿರುಗಿ ಮಲಗುವುದು ಯಾಕೆ,433,"""how many months pregnant are you?
You must try to sleep during pregnancy. Sleep atleast 8 hours at night and during the day for 2 hours. Make sure you're eating a good diet and breaking your meals to more frequent meals. Drinking a glass of warm milk has been helpful for a few. also do 20 min walk everyday. If none of this works go to the doctor and get this checked"""
ANC,,sleeplessness,237,What can cause sleep deprivation at night?What causes nervousness at night?,434,"""it is common in few pregnant women. try drinking warm milk before sleep. sleep only for an hour or two in the day time. Do mild and gentle household works. Consult the doctor if problem persists
Pregnancy is a wonderful time in a woman's life and you must ensure to be physically fit and also take care of your emotional health.
You could be dealing with increased anxiety. For this, Ensure to eat a good diet and rest during the day
Add anc diet, sleep, exercise
If you continue to feel this way or if it's associated with headache, dizziness you must go to the doctor to get this checked

"""
ANC,,always sleepy,238,ಯಾವಾಗಲು ಜಾಸ್ತಿ ನಿದ್ದೆ ಬರುತ್ತೆ ಯಾಕೆ (ANC 3 months pregnant),435,"""It is ok to try sufficient rest especially during pregnancy.
It is recommended to sleep for 8 hours at night and also get an hour's rest during the day.
Also add a 20, minute walk to your schedule or a mild exercise. This will help you fall asleep"""
ANC,,,239,"""Nanu 19 dinada bananthi nange nidde baruttilla any sagition
""",436,"""It is common post pregnancy especially if your baby is keeping you awake.
Make sure to feed the baby every 2-3 hours ans try to train your body to also sleep when your baby is asleep. This way you will not be tired.
Try drinking some warm milk before sleeping.
Consult the doctor if problem persists.
Also ensure that post pregnancy you are focussing on your diet
Add pnc diet"""
ANC,,sleep towards right,240,what happens if i sleep facing towards right side,437,During the intial days of pregnancy you may be able to sleep face down.however as the days go by with your growing belly it becomes very uncomfortable. It is best recommended that you sleep on your side facing either direction.facing the left is more recommended. You are encouraged to use pillows to support you better
ANC,,tablet,241,आयरन और केल्सियम की गोली एक दिन मे कितनी गोली खाना चाहिए,438,Please follow your doctor's advice.
ANC,,tablet,241,आयरन और केल्सियम की गोली एक दिन मे कितनी गोली खाना चाहिए,439,please check with a doctor before taking these medications. a mother who has just delivered will be prescribed iron and folic acid. this will help.
ANC,,tablet,241,आयरन और केल्सियम की गोली एक दिन मे कितनी गोली खाना चाहिए,440,"The loose motion that you are facing could be due to multiple reasons. Kindly continue to take the calcium medication as well as the iron tablets as they are very important for you. Drink clean boiled drinking water. If you do not seem to be getting better and you are continuing to face the same problem, kindly visit the doctor."
ANC,,tablet,241,आयरन और केल्सियम की गोली एक दिन मे कितनी गोली खाना चाहिए,441,"During your 8 month, make sure that you are eating a healthy meal - send anc diet. along wth this add anc supplementation. Remember that unless prescribed by the doctor you must not take any medicines. this is because it can complicate your pregnancy or cause problems for the baby"
ANC,,tablet,241,आयरन और केल्सियम की गोली एक दिन मे कितनी गोली खाना चाहिए,442,"""Please take medicines as adviced by the doctor. Do not take medicines without prescription or on your own.
It is best to take iron folic acid tablets one hour before or two hours after a meal.
For any other medicine related query, please consult the hospital doctor or nurse."""
ANC,,tablet,241,आयरन और केल्सियम की गोली एक दिन मे कितनी गोली खाना चाहिए,443,"Sorry, we don't know what medicines have been prescribed for you. We request you to kindly check the same with the treating doctor/nurse or ASHA worker."
ANC,,tablet,241,आयरन और केल्सियम की गोली एक दिन मे कितनी गोली खाना चाहिए,444,"""This is a supplement given by the doctor for the baby's development.
Make sure to only give this as directed by the doctor of the child department only."""
ANC,,tablet,241,आयरन और केल्सियम की गोली एक दिन मे कितनी गोली खाना चाहिए,349,"""Taking medicines during pregnancy should be by the strict guidance of a doctor.
If you do not understand information given by the doctor or understand why you are prescribed a certain drug - it's always good to go back to your doctor and clarify the same"""
ANC,,tablet,241,आयरन और केल्सियम की गोली एक दिन मे कितनी गोली खाना चाहिए,445,"""Do not take medications without the advice of the doctor. If your cold and cough is getting worse or is not getting better or has been ongoing for a few days now .kindly go visit the doctor.
Make sure that this is prescribed by your clinician only, we mean by your gynaecologist in the hospital. This has to be strictly taken according to their advice. We recommend that you visit the doctor again to check about the dosage and for how many days you must take this medicine."""
ANC,,ranitidne,242,Ranitidne tablates give information to take Process I have confustion before breakfast or after,446,take this only if prescribed by the doctor. and only for the duration prescribed. it is adviced to take the medication 30 - 60 minutes before eating. you can take it before breakfast. kindly refer the prescription to understand when to take it and how many times. make sure to only take as adviced by the doctor.
ANC,,missing the dose,243,"Ondond days miss agbidutte tablet tagolodu yenu thondare illava, 6 months pregnant",447,"""Do not take double dose if missed. To ensure regular consumption, please keep the tablets in a cover/box, take it with you while eating food, so you don't forget.
Iron and calcium Medicines are very important for healthy growth of the baby inside the womb. If missed, baby may have stunted growth and health issues after birth."""
ANC,,iron/calcium,244,nange evaga 5months agide iron and calcium tablet thagondre vanthi agute adeke nanu tablet thgoltha illa yendru problem agutha information kodi,448,"""Iron and calcium tablets are very important for both mother and baby’s well being. If not taken, baby’s growth may be hampered. If you have severe vomiting, try small and frequent meals, smell lemon, eat bread rusk on empty stomach, or consult the doctor for treatment.

Drink plenty water after the tablets. But do not stop taking medicines."""
ANC,,iron/calcium,244,nange evaga 5months agide iron and calcium tablet thagondre vanthi agute adeke nanu tablet thgoltha illa yendru problem agutha information kodi,449,Please make sure you take it everyday - the dosage as indicated by the doctor. You have to take it every single day without fail.
ANC,,iron/calcium,244,nange evaga 5months agide iron and calcium tablet thagondre vanthi agute adeke nanu tablet thgoltha illa yendru problem agutha information kodi,450,"""During pregnancy you must start folic acid in thr first trimester, followed by iron 12 weeks onwards and calcium from the 14th week
These medicines will be prescribed to you by the doctor. If you haven't been prescribed these medications, ensure to visit the doctor immediately to get the dosage right.
Take them through the entire duration of pregnancy and after delivery for 6 months.
Remember taking these supplements are very important during pregnancy and must be taken without fail.
Consult a doctor immediately to start your medications.
Ensure to go for all follow-ups during pregnancy and get all the tests done as adviced by the doctor
This will prescribed by doctor please consult doctor. take medicines as adviced by the doctor. Do not take medicines without prescription or on your own.
It is best to take iron folic acid tablets one hour before or two hours after a meal.
For any other medicine related query, please consult the hospital doctor or nurse"""
ANC,,,245,"""Navo calcium one folic acid two tablet per day It safe becaus my hemoglobin is9.6
Doctore ne hi bataya ki Tablet leneko.""",451,"""You are anemic and must get this checked by the doctor. They will prescribe medicines that you must take without fail.
Along with this send anc diet
And point 3 from above.
Make sure to visit the doctor as often as told Plase follow your doctor advice make sure to continue taking all the supplements, correctly and without fail. take tablets as doctor prescribed.
Anemia can be prevented by taking:
1. Iron tablets as advised by the doctor for 6 months during pregnancy and for 6 months after delivery.
2. Iron rich foods such as spinach, drumstick leaves (moringa), pulses, rajma, groundnuts, jaggery, dates, apples, guava and meat, fish, eggs.
3. Sour fruits along with food (lemons, amla, orange
Ok, then follow doctors order as he prescribed medicine and dose"""
ANC,,timings,246,Iron &calcium tablet yava timealli thinnabeku Andhare morning/night (ANC Mother),452,"""it is adviced to be taken with the your monring, afternoon or night meal depending on the dosage prescibed . Calcium tablets should not be taken empty stomach since it causes gastritis. 
Calcium and Iron Folic Acid (IFA) tablets should not be taken together since calcium inhibits iron absorption."""
ANC,,timings,246,Iron &calcium tablet yava timealli thinnabeku Andhare morning/night (ANC Mother),453,Whatever the medicine prescribed by the doctor should be taken. If confused plz talk to the doctor once
ANC,,timings,246,Iron &calcium tablet yava timealli thinnabeku Andhare morning/night (ANC Mother),454,This will be decided by the doctor based on your blood reports. Kindly check with the doctor on the same and make sure to follow it correctly.
ANC,,timings,246,Iron &calcium tablet yava timealli thinnabeku Andhare morning/night (ANC Mother),439,please check with a doctor before taking these medications. a mother who has just delivered will be prescribed iron and folic acid. this will help.
ANC,,timings,246,Iron &calcium tablet yava timealli thinnabeku Andhare morning/night (ANC Mother),131,"Depending on the hemoglobin levels, iron tablets doses are prescribed. If the doctor has suggested you to take twice daily, plz take. Or if you are confused about, always good to talk to the doctor as it has to be correlated with the blood reports and other factors."
ANC,,timings,246,Iron &calcium tablet yava timealli thinnabeku Andhare morning/night (ANC Mother),455,"""you dont have to take the calcium tablet specifically with milk. it can be swallowed with water. but it is adviced to be taken with the your monring, afternoon or night meal depending on the dosage prescibed . Calcium tablets should not be taken empty stomach since it causes gastritis.
Calcium and Iron Folic Acid (IFA) tablets should not be taken together since calcium inhibits iron absorption."""
ANC,,timings,246,Iron &calcium tablet yava timealli thinnabeku Andhare morning/night (ANC Mother),456,"""Please take medicines as adviced by the doctor. Do not take medicines without prescription or on your own.
It is best to take iron folic acid tablets one hour before or two hours after a meal.
For any other medicine related query, please consult the hospital doctor or nurse"""
ANC,,timings,246,Iron &calcium tablet yava timealli thinnabeku Andhare morning/night (ANC Mother),457,"""Iron tablets which are red in colour.
 A woman needs to take atleast 1 everyday ( more, only if advised by the doctor ).
calcium supplementation will take in night time.
These medications need to be taken as adviced only."""
ANC,,sugar,247,"Insulin thagondu nanthra Anu breakfast madbeku, 8 months pregnant",458,"eat regular food. But instead of eating 3 big meals, eat in small quantities every 2-3 hours once. Any tiredness, giddiness immediately go to the hospital."
ANC,,sugar,247,"Insulin thagondu nanthra Anu breakfast madbeku, 8 months pregnant",459,"""The diet should be as per the advice given by the doctor or a dietician at the government hospital. In general we recommend a diet rich in vegetables and low rice / chapathi. However as mentioned make sure to go to the doctor.

Plus, mild activity at home is good. Any signs like excessive sweating, frequent hunger, excessive thirsty, giddiness etc. which are common signs of diabetes. Please consult the doctor immediately."""
ANC,,sugar,247,"Insulin thagondu nanthra Anu breakfast madbeku, 8 months pregnant",460,"""All fruits are known to increase sugar. eat only half fruit a day. among the fruits, papaya, guava are comparatively less damaging. do not drink juice.


Make sure to keep an account of what fruit and how much youve eaten. This will help to share with the doctor and tell them if they need to ask you to change your diet"""
ANC,,sugar,247,"Insulin thagondu nanthra Anu breakfast madbeku, 8 months pregnant",461,"""If sugar is not coming under control, it's high time to consult the doctor and get advises on the same.
Sugar control is done through
1. diet control
2. physical activity and
3. correct medication.
Eat small and frequent meals than 3 big meals, reduce use of rice and wheat, eat fibre rich foods like fresh veggies, walk daily for at least 30 minutes, take sugar medicines properly.

Make sure that the physical activity is according to the doctors advice
You can have eggs, besan or moong dosa ,ragi a glass of milk etc
In short you must have lots of proteins in your diet"""
ANC,,sugar,247,"Insulin thagondu nanthra Anu breakfast madbeku, 8 months pregnant",462,"""There are a few values that doctors take into account depending on whether it is before or after food. After food less than 120 mg/ dl is considered normal.
If you tell us how much your blood sugar levels are, we can help you with some information. However, we suggest that you speak to a doctor and understand whether you have high blood sugar level or low and plan you pregnancy better"""
ANC,,Sugar,248,pregnetge sugar iddre yava frute thinna beku (ANC),463,You may eat fruits available near you. Ensure to take your medications without fail and avoid processed sugar and other processed food
ANC,,level,249,,464,"There are a few values that doctors take into account depending on whether it is before or after food. After food less than 120 mg/ dl is considered normal.
If you tell us how much your blood sugar levels are, we can help you with some information. However, we suggest that you speak to a doctor and understand whether you have high blood sugar level or low and plan you pregnancy better"
ANC,,ANC worm infestation,250,ಮಲವಿಸರ್ಜನೆಯಲ್ಲಿ ಹುಳು (ಜಿಂತುಹುಳು) ಸಮಸ್ಯೆ ಕಂಡುಬಂದರೆ ಇದಕ್ಕೆ ಏನು ಮಾಡಬೇಕು(ANC),465,"make sure that you get this checked with the doctor, maybe today itself. they will give you a medicine, and this will get solved. do not take the medicine without consulting a gynaecologist"
ANC,,constipation,251,"ಮೇಡಂ ನನಿಗೆ toilet ಗೆ ಹೋಗೋಕೆ ತುಂಬಾ ತೊಂದರೆ ಇದೆ 3-4 days ಆದ್ರೂ ಹೋಗೋಕ್ಕೆ ಆಗ್ತಾ ಇಲ್ಲ. ಇದಕ್ಕೆ ಏನಾದರೂ ಪರಿಹಾರ ಕೋಡಿ please,
ನನಗೆ ಈಗ 5 ತಿಂಗಳು, ನಾನು pregnant ಆದಾಗಿಂದ",466,"It is advisable to take iron tablets one hour before or two hours after lunch
you may have the following - Motion may be slightly dark, mouth bitter, and constipation when taking these tablets. There is no need to fear. Drink a lot of water ( 8-10 glasses ), eat green leafy vegetables, dal, fruits especially lemon, amla, mousambi everyday"
ANC,,constipation,251,"ಮೇಡಂ ನನಿಗೆ toilet ಗೆ ಹೋಗೋಕೆ ತುಂಬಾ ತೊಂದರೆ ಇದೆ 3-4 days ಆದ್ರೂ ಹೋಗೋಕ್ಕೆ ಆಗ್ತಾ ಇಲ್ಲ. ಇದಕ್ಕೆ ಏನಾದರೂ ಪರಿಹಾರ ಕೋಡಿ please,
ನನಗೆ ಈಗ 5 ತಿಂಗಳು, ನಾನು pregnant ಆದಾಗಿಂದ",467,"Drink a lot of water ( 8-10 glasses ), eat green leafy vegetables, dal, fruits especially lemon, amla, mousambi everyday
- It is advisable to take iron tablets one hour before or two hours after lunch,
you may have the following - Motion may be slightly dark, mouth bitter, and constipation when taking these tablets. There is no need to fear."
ANC,,constipation,251,"ಮೇಡಂ ನನಿಗೆ toilet ಗೆ ಹೋಗೋಕೆ ತುಂಬಾ ತೊಂದರೆ ಇದೆ 3-4 days ಆದ್ರೂ ಹೋಗೋಕ್ಕೆ ಆಗ್ತಾ ಇಲ್ಲ. ಇದಕ್ಕೆ ಏನಾದರೂ ಪರಿಹಾರ ಕೋಡಿ please,
ನನಗೆ ಈಗ 5 ತಿಂಗಳು, ನಾನು pregnant ಆದಾಗಿಂದ",468,"""drink 2-3 ltrs of water daily. eat fibre rich foods like vegetables (drumsticks, cucumber, green leafy veggies etc.) and fruits (banana, oranges, moosambi etc.). do not strain yourself while passing stool. can lead to problems. if the problem persists, must consult the doctor for advise."""
ANC,,constipation,251,"ಮೇಡಂ ನನಿಗೆ toilet ಗೆ ಹೋಗೋಕೆ ತುಂಬಾ ತೊಂದರೆ ಇದೆ 3-4 days ಆದ್ರೂ ಹೋಗೋಕ್ಕೆ ಆಗ್ತಾ ಇಲ್ಲ. ಇದಕ್ಕೆ ಏನಾದರೂ ಪರಿಹಾರ ಕೋಡಿ please,
ನನಗೆ ಈಗ 5 ತಿಂಗಳು, ನಾನು pregnant ಆದಾಗಿಂದ",469,"Make sure you drink lots of water 8-10 glasses
And eat a nutritious diet.
If it doesn't get better, consult s doctor
Triphala has the risk of giving you diarrhoea and so is adviced not to have it during pregnancy.
All Essential services are open..and hospital is an essential service.
we recommend that you have one person accompany you and that you visit the hospital to get this done. talk to the ASHA or ANM in your area for more information."
ANC,,Pregnancy test,252,"""How to do check up & test ANC mother
We have already visited to asha department , we have card also. But we didn't get the right information & guide it. So pleased do something
I hope we get get the positive response as soon as possible
Today ultrasound done, but rest of tests are pending. So please help me. Other tests""",470,"""one can check using the urine pregnancy test kit at home. but it is not a confirmatory test. Always good to get it checked by the doctor at the nearby govt hospital. talk to AHSA or anganwadi worker for more infor
Also sent to the channel
If this test is important, we recommend you to visit the emergency dept of the nearby govt hospital.
Also sent to the channel
given the covid situation hospitals are functioning bit differently. whatever the test been done, plz consult the doctor with the same. Rest of the tests, take suggestions from the doctor and follow whatever they say."""
ANC,,Pregnancy test,252,"""How to do check up & test ANC mother
We have already visited to asha department , we have card also. But we didn't get the right information & guide it. So pleased do something
I hope we get get the positive response as soon as possible
Today ultrasound done, but rest of tests are pending. So please help me. Other tests""",471,"one can check using the urine pregnancy test kit at home. but it is not a confirmatory test. Always good to get it checked by the doctor at the nearby govt hospital. talk to AHSA or anganwadi worker for more information,"
ANC,,Twin Pregnancies,253,What care should be taken in the case of twins pregnancy. Please send information on what should be followed.,472,"In the case of twin pregnancies although all the above remain the same for all pregnancies
Here are some tips for you
1) you must eat more to meet the demands of both babies.
That is almost 300kcal per day higher than you would eat if it was a single pregnancy
2) increased rest at home is adviced and to follow strict advice of the doctor. Ideally from the 24th week of pregnancy you must be more careful and comply to the advice of the doctor with regard to rest
3) iron and folic acid medications must be increased and this should be under the guidance of the doctor only
4) although the above mentioned frequency is for regular pregnancies, with respect to twin pregnancies you must visit the hospital more frequently.
5) doctors will conduct necessary scans, maybe more frequently and all of the above 4 points will be dependent on your reports."
ANC,,ANC Period care,254,Gbhraavstha me 6 manth se kon kon si savadhani bartani chahiye?,473,"""ANC visit , immunisation for pregnant women, ANC Care.
We already send anc diet."""
ANC,,ANC Period care,254,Gbhraavstha me 6 manth se kon kon si savadhani bartani chahiye?,474,""" ANC care, Institutional Delivery

Also 
Reduced activity plenty rest
And signs of labour
As well as 
Go for regular follow up s"""
ANC,,loose motion,255,"2 times loose motion agide en madbeku
2month",475,"Drink well. Do not eat outside foods, very speicy foods. Eat light and easily digestible foods"
ANC,,loose motion,255,"2 times loose motion agide en madbeku
2month",476,"Pregnant time pe, kyun ki pet bada hota hai, bar bar toilet janeka mann karta hai. Ye koi ghabraane ki baat nii hai. Agar zyaada dikkat ho raha ho toh ek baar doctor ko dikhaayiye."
ANC,,loose motion,255,"2 times loose motion agide en madbeku
2month",477,These problems need to be assessed in person as many things need to be checked before the treatment. We recommend you to consult the doctor for the same.
ANC,,loose motion,255,"2 times loose motion agide en madbeku
2month",478,We recommend that you go to the doctor. Along with this make to drink lots of water to prevent dehydration
ANC,,loose motion,255,"2 times loose motion agide en madbeku
2month",479,"First message, it is danger to suggest medicines without properly examining the condition, as it could affect the baby. We would recommend you to consult the doctor. Meanwhile Drink well. Do not eat outside foods, very speicy foods. Eat light and easily digestible foods, do not self medicate that might be harmful for the baby. if persist please visit the nearest hospital."
